seed,request_sla_pct,throughput_tok_s,p95_latency_s,p99_latency_s,avg_latency_s
0,1.7500000000000002,270.44634145867684,16.43010465386965,21.850219664107914,6.467331584177063
1,1.7999999999999998,270.44634145867684,16.44386183853497,21.81393011891473,6.472988515440392
2,1.8399999999999999,270.44634145867684,16.390080791088437,21.831880818752452,6.463971036550324
3,1.73,270.44634145867684,16.293625853704448,21.630828824374685,6.432349492971352
4,1.8399999999999999,270.44634145867684,16.518909127903814,21.857093713249782,6.483867249879686
